,post,floor,content,likeCount,school,gender
40,0,44,"我月經來每次都痛的要命
無法走路的那種
躺在床上生不如死吃不下飯
痛到半夜一直醒
但我從來沒有兇過另一半
他沒做錯事，又貼心
我沒理由兇他，我也捨不得兇他
平時除非對方做錯事，我口氣才會比較差
不然我從來不會因為任性而兇對方
因為我會心疼，對方要是被兇跑了
後悔的是我😐😐😐",71,正修科技大學,F
41,0,45,"至少你自己會這樣想
就很棒了😁


雖然我不是女生但有兩個妹妹跟女朋友
夏天時血一直流
又悶又不舒服
肚子痛到整個人拱起來
只能靠止痛藥度過來的第二天
上面那些仇女的體驗過嗎?
有點脾氣不為過吧…",77,中山醫學大學,M
42,0,46,"不是我故意酸，真的有人反省一次、兩次後真的有改進，永不再犯嗎？
還是，今日反省要改進，明日照常兇死你……？一直循環下去，說要反省卻繼續兇下去，彷彿像家暴的施暴者一樣，現在說對不起下次不會再這樣，其實我很愛妳，下次說我打死妳我要打死妳，趕快去死一死！？

真的有心反省，真的不要說說而已，原po加油吧

題外話：男人不壞，真的女人不愛嗎？…",72,中華醫事科技大學,M
43,0,47,"我也是好容易兇男友...
兇完又會覺得抱歉
有一次問他這樣兇會不會不爽
他裝笑的說不會啊
看了有點心疼
但是還是不知道怎麼控制脾氣😵😵
我們說遠距離還要這樣吵 
實在有時候很累",5,中國醫藥大學,F
44,0,48,"我從來不會兇男友欸
除非他做錯事
搞曖昧啊之類的",3,中國文化大學,F
45,0,49,"到底留言都是在酸什麼啦
吐硫酸嗎",53,中原大學,F
46,0,50,"我也會默默發現自己很糟 然後告訴自己多壓下怒氣
通常都是月經結束頓悟 然後跟男朋友道歉",4,元智大學,F
47,0,51,你也知道喔,6,國立高雄第一科技大學,F
48,0,52,B47 你男友好可憐喔,50,國立高雄餐旅大學,M
49,0,53,"我很少兇男朋友 幾乎都是急的時候語氣不好
然後每次語氣不好後隔幾分鐘一定會自己跑去密他道歉😂

他真的不是生來給我兇的
是我自己脾氣需要控制好😢
然後每次男朋友都會說
""其實妳兇我也沒關係
因為我本來就是妳的""
我就更想抱著他大哭😭😭😭
-
 B52是 B47的男朋友嗎😂",7,輔英科技大學,F
50,0,54,如果我前女友有這種自覺就好了😂,4,高雄醫學大學,M
51,0,55,b3 為什麼這樣是渣？,15,中華醫事科技大學,F
52,0,56,B3 這樣就渣女也太誇張了,20,東吳大學,F
53,0,57,好女友無誤,7,長榮大學,M
54,0,58,"我也會莫名的對男友發脾氣...
都是事後才感覺到抱歉....
覺得控制好脾氣很重要",2,僑光科技大學,F
55,0,59,"可是我覺得月經來的心情不好是可以控制的
我也從來沒有因為這個理由兇過我男友",9,世新大學,F
56,0,60,"如果今天是男生亂發脾氣早就被評為渣男了吧
不像女生只要說我有月經捏就可以解決一切問題",53,國立中央大學,M
57,0,62,"嗚嗚我也是最近實習壓力比較大
就超容易暴怒的😂😂😂
可是他總是會耐著性子好好跟我說
還很關心我是不是發生了什麼事
真的很感謝他的包容😭",5,元培醫事科技大學,F
58,0,63,"我就是這樣對我男友
他總是包容我
但時間一久
他遇到一個溫柔鄉
就離開我了
真的失去了才懂得珍惜😭😭😭",14,國立屏東大學,F
59,0,64,"沒有一個人是完美的
很多女生都會任性
尤其女生容易情緒化
檢討自己在愛情中的缺點
控制好情緒才是真的

恭喜原Po長大了",34,國立臺灣海洋大學,M
60,0,65,"總覺得情緒不穩推託給月經的人都太任性
不過女生不就要任性男生才喜歡？

好啦我來亂的
大家都要理性一點喔啾咪",29,朝陽科技大學,F
61,0,66,至少你知道要檢討自己，男朋友一定會原諒你的，那麼可愛😂😂,5,致理科技大學,F
62,0,67,"我每次都是被男友兇到哭的😢😢😢
然後他都說我白目講很多不好聽的話罵我
然後我都默默承受(當然偶爾有點小反抗啦
可是大多數我都被他兇到什麼話都講不出來
然後一直在他旁邊等他氣消
有時候都覺得自己幹嘛忍受
可是好像愛到卡慘死😭😭😭",14,聖約翰科技大學,F
63,0,68,"控制脾氣真的很重要...
在一起兩年多最近也是因為脾氣的問題
所以分開了
原po要好好珍惜 加油",1,醒吾科技大學,F
64,0,69,還好你在他還沒離你而去的時候醒了,6,國立高雄餐旅大學,F
65,0,70,"B3 這樣就渣？ 傻眼 原po也沒做什麼好嗎
講得好像自己脾氣就是最好的
沒當過女生真的不懂月經來那種痛苦
而且原po也有跟男朋友道歉
嘖嘖",18,中華醫事科技大學,F
66,0,71,"相信原po妳說會改
希望妳能做到
B3你才渣男吧
  

台中周杰倫",21,明新科技大學,M
67,0,72,"拜託不要再說「我生理期心情不好要禮讓我」這種話了= =
就算身體不舒服也沒資格對別人發脾氣好嗎
當然男生女生都一樣
然後也不太懂一直強調男生沒生理期不懂那種痛苦
是所有男生都鐵打的從來不會生病是嗎
身體不舒服這種事情幹嘛要比較
沒人說生理痛就比其他病痛高尚更值得同情吧",99,新竹教育大學,F
68,0,73,"月經來不是你們發脾氣的藉口好嗎
原PO很棒現在想開了
不像留言的一堆公主病
愛發脾氣還愛找藉口
那你們男友改天也會找藉口甩了你們",76,國立中央大學,F
69,0,74,"在我看來
找理由就是在把錯誤合理化而已",29,亞洲大學,M
70,0,76,"哈哈 我女朋友不用月經來就很凶

對於偷吃她東西的人XDD",33,國立臺南大學,M
71,0,77,"我多希望我女友會看這一篇
哦 是前女友了…",3,國立屏東大學,F
72,0,78,"自己要懂得轉換心境
這不能拿身體不舒服做藉口
不然不只男朋友，身邊的朋友也會受不了
但是你自己有發現有改進就很棒 
請你好好珍惜他😊",8,醒吾科技大學,F
73,0,79,"😭😭😭
看到這篇好慚愧
我最近也這樣


-月經來亂發脾氣的女紙-",1,中臺科技大學,F
74,0,80,"可能很多男生不解
但是月經來真的會影響情緒
我都是月經來前一週情緒會非常低落跟暴躁
所以那段時間也都儘量控制好
或是多做一些喜歡的事轉移注意力",15,國立臺北科技大學,F
75,0,81,"我也跟你一樣會一直亂兇男友
可是他卻一直包容我
所以我也來好好控制我的脾氣了😊",1,朝陽科技大學,F
76,0,82,"真的不懂月經來跟別人鬧情緒到底是什麼概念

月經來很痛 自己去吃個止痛藥 
或平常就該去看醫生調養身體
真的不行
請家人男友朋友帶你們到診所或醫院打個止痛針

都比你們在那邊發脾氣來的有用多了

明明自己也清楚問題在哪
為什麼不先靠自己去解決

還要別人講
或等到情況變的更糟才要自己發現",55,輔仁大學,F
77,0,83,"覺得妳有這樣的男友很幸福
妳男友有妳這樣的女友也很幸運
祝福妳們☺️",6,墨爾本皇家理工,M
78,0,84,"一個願打一個願挨嘛😂
妳不要打就不要打
你不願挨就不要唉嘍

嘖嘖
祝天下有情人終成眷屬👏",9,銘傳大學,F
79,0,85,不說我還以為是我發的,1,輔英科技大學,F
80,0,86,如果早點出現這一篇文章 我就不會單身了R,0,台南應用科技大學,F
81,0,87,"B3 每個人都會有心情不好的時候吧？
這樣就不可原諒嗎？你的心胸也太狹隘
兇別人是不對但是原po已經反省了啊",6,實踐大學,F
82,0,88,月經來影響情緒都是藉口 男朋友又不欠你什麼憑什麼兇他 都幾歲了 自己的情緒控制不了？,25,嶺東科技大學,M
83,0,89,女生生理期敢對身邊的朋友亂發脾氣嗎，我相信大多數是不敢的，因為發了脾氣就會失去朋友，但是卻敢對男朋友發生理期脾氣因為相信自己不會失去男朋友，因為男朋友會體諒她們，根本就選擇性的，他媽什麼鬼概念，就公主啊，講一大堆，就公主，不用再辯了,83,崑山科技大學,F
84,0,90,"發現原po跟我分手不久的前閃一樣…
也是頗會發脾氣得…不管大小事
我也是一直因為愛她所以包容忍耐
但還是被她切斷了😭",1,遠東科技大學,M
85,0,91,男女道理一樣,2,國立臺灣師範大學,F
86,0,92,同感...如果我的前女友也能這麼想就好了😂😂,1,真理大學,M
87,0,93,真希望女友可以看到😭,2,醒吾科技大學,M
88,0,94,這篇必須推到爛掉才行。,1,東海大學,M
89,0,95,跟男友在一起兩年半他常常忍受我這牡羊女的壞脾氣 但他都不會兇我 真是辛苦他了 事後我也會反省 跟他道歉 他總會說因為我愛你 更內疚啊QQ,0,德明財經科技大學,F
90,0,96,23 跟25 不是差不多嗎😨,1,威斯敏斯特大學,F
91,0,97,你不渣啦，只是個性很78,36,國立高雄海洋科技大學,M
92,0,98,我跟前男友根本是你們對調啊！！！！,0,吳鳳科技大學,F
93,0,99,"希望我女友能看到這篇 男生容忍真的只求女孩珍惜 
0608",2,大葉大學,M
94,0,100,"我有時候也會這樣😭😭😭😭
然後意識到自己不應該這樣
就跟他道歉然後大哭😭
有時候真的各種愧疚",1,輔英科技大學,F
95,0,101,來不及了.....男友已跟我分手😢,2,國立臺灣科技大學,F
96,0,102,"我月經前或身體不舒服的時候也會這樣😥😥
雖然他有些行為真的很惹怒人但我脾氣時還是會好好哄我
有時想想也會很後悔這麼對他",1,世新大學,F
97,0,103,"請他載妳？？
這句話好像怪怪的欸
他沒義務載妳但他有選擇載不載妳的權利

脾氣真的會帶給身旁的人莫名的壓力及壓抑
男生他們都盡力為我們女生打理一切，
我們女生平常該帶的準備的也要自己有警覺
男生他不是女生對女生生理需求的必需品更是花時間去了解才不會一而再再而3的錯誤
更不能因為自己心情不好而給身旁的人莫名的心情
那真的很糟",13,嘉南藥理大學,F
98,0,104,"B3 ㄏㄏ
現在迪卡對渣這個字的定義越來越寬鬆
隨便一個吵架都一堆 分手 渣
都是魯蛇吧?",24,國立臺灣大學,M
99,0,105,"那些負面的人是不是對世界很失望啊
覺得這篇文其實蠻溫暖的啊
多數女生跟多數男生真的就像這樣
（看清楚我沒說全部！）
他們兩個是互相的
他愛她所以包容，她愛他所以自我反省
最後感情升溫這樣不是很好嗎",27,國立臺灣體育運動大學,F
100,0,106,跟我和我男友狀況完全一樣欸⋯⋯我三天兩頭就跟他懺悔一次哈哈,1,輔仁大學,F
101,0,107,"可是我也常常被兇但還是被分手⋯
過沒多久她就擁入別人懷抱了。",0,南臺科技大學,M
102,0,108,"大家
B3 渴求一個好男人而已
大家不要苛責他",7,國立屏東大學,M
103,0,109,"感情總是有人強勢有人弱勢
很難達到平衡的
我現在就是非常弱勢的那一個
愛得很卑微
對方動不動生氣
我就動不動道歉
我不能生氣回去
因為我知道後果會不堪設想
我包容她也是因為我很愛她
我也不知道我能撐到哪時候
希望她哪天也會跟原po一樣想開
嗚嗚
。。。。
希望她看得到這一篇",12,國立高雄第一科技大學,M
104,0,110,可惜我女友不會反省，阿對了我沒有,2,國立成功大學,M
105,0,111,我怎麼相反 都被兇那個😒😭,2,輔英科技大學,F
106,0,112,覺得你不會改 這種例子太多了,6,國立高雄餐旅大學,M
107,0,113,"推b101

來不及了哈哈哈
原po加油除非妳男友有老人痴呆，不然他不可能因為妳突然的懺悔就忘記的",0,臺北醫學大學,M
108,0,114,突然覺得我也應該跟男友道歉了(´･_･`)(´･_･`),2,嘉南藥理大學,F
109,0,115,有時候衝動說出來的話很傷人可能當下對方忍住了覺得沒關係 如果久了持續真的會有裂痕 原po加油祝你們幸福✌🏻️,2,德明財經科技大學,M
110,0,116,"我的狀況是完全相反怎麼辦😰
男友常常莫名奇妙心情差，然後跟我鬧脾氣…
生理期痛+不舒服，男友幾乎都很巧的心情不好，跟我吵架、趕我出去…

我都認為或許生理痛給人感覺是一種麻煩，所以都順從的離開或是給他罵😔",6,東海大學,F
111,0,117,還好你懂,0,弘光科技大學,M
112,0,118,別把別人的好視為理所當然啊 ，亂發脾氣是不對，但至少妳有檢討自己，以後好好對待妳男朋友吧～,4,國立臺北科技大學,M
113,0,119,"B3 幹嘛  放生了你要喔？
魯太久終於發現自己愛男生?",8,僑光科技大學,M
114,0,120,要好好愛自己男朋友，要記得不是每個人都可以忍受妳的脾氣的🤗🤗🤗,3,國立體育大學,M
115,0,122,男女對調，我想大概會是謾罵多於理性,11,國立屏東科技大學,M
116,0,123,是不是男友偷拿女友手機發的 你辛苦了～😈,3,國立交通大學,M
117,0,125,"女生就可以拍拍感動沒關係以後好好愛他
男生就變成垃圾渣男
公主病患者的觀念還真是不一樣
🤔",23,國立成功大學,M
118,0,126,我那個來心情不好哭一下，男友就不開心了😭,1,國立臺灣師範大學,F
119,0,127,"我前陣子也是欸
莫名發脾氣，搞得男友身心疲憊
自己反省以後，就改變自己的態度
很滿意現在不隨便發脾氣的自己
也因為這樣我們感情又更好了",1,嘉南藥理大學,F
120,0,128,謝謝你說出我們沒說出的話,0,南華大學,M
121,0,129,"獻給所有說女生月經來要體諒女生的公主們
http://imgur.com/vszeMXC",46,國立成功大學,M
122,0,130,"笑死 真的釣出一堆公主欸

人家是女生ㄝ 人家有月經ㄝ

還好我女友是正常人",28,國立屏東大學,M
123,0,131,兇到他離開我了。。。。。,2,國立臺北商業大學,F
124,0,132,說完後過幾天繼續兇,6,淡江大學,M
125,0,133,"說是一回事 做又是另一回事
再不改 到時候男友變心就不要怪東怪西",3,國立高雄餐旅大學,M
126,0,134,"原po真的算好女友了！有意識到也會自我反省
我還遇過朋友的女朋友根本公主病重度患者
她的行為真的會令所有人白眼到後腦勺
還好分了  真的是分手快樂 阿密陀佛阿密陀佛",3,國立高雄海洋科技大學,F
127,0,135,"B53 我個性也很急 一急起來我就會兇 
不管是家人朋友甚至男友😭😭😭😭

可是真的沒辦法接受
急的時候對方慢吞吞的動作······

我跟男友剛好就是這種一個急一個慢的組合
常常我趕 他對我生氣
常常他慢 我對他生氣

不過我們彼此都很了解自己
當下事情結束 我們就會抱抱對方跟對方道歉💞💞",1,國立高雄餐旅大學,F
128,0,136,"我曾經也這樣對一個男孩過
一直以為他會永遠順著我
每次吵架就鬧脾氣
鬧脾氣就說要分手
直到有天他給我的回應不再是對不起
而是 好 我們分手吧
哭著再也挽不回了",10,淡江大學,F
129,0,137,"我對我男友也爆兇因為我超沒耐性
我還記得有次我手受傷他不小心弄到我
我就超兇:「很痛欸!你可不可以小心一點不要笨手笨腳?」然後自己不開心

後來有次他出車禍身上都是傷
我才是真正笨手笨腳怎樣都會弄痛他的人
但他從來沒有一次兇我罵我
只會在我急忙說對不起以後馬上說沒關係
明明臉上表情很痛卻還是說沒關係

我:「為什麼你總是不對我發脾氣?」
閃:「因為我有耐心而且知道你不是故意的,而且身教代替言教讓妳知道我可以對妳這麼有耐性那妳一定也可以。我要加倍對妳好,讓你知道為什麼你對我這麼壞我還是願意對妳好,然後妳就會覺得愧疚開始思考自己的錯在哪啦!」

謝謝容忍度超高的你💕",5,國立雲林科技大學,F
130,0,138,"我只想到
別人的小孩也是小孩
要是今天他爸媽知道是不是也會難過
現在性別刻板印象是不是太深
為什麼男生一定要安慰
（不過也有遇過男生發脾氣女生忍受的）
雖然每對情侶
本來就各有自己的相處方式

至少你們都覺得抱歉
至少你們知道他們的辛苦
相信這樣你們一定更珍惜彼此

（勿戰）",5,國立臺南大學,F
131,0,139,"務必好好控制情緒以及言語
如果時常出現這種情況
這段感情早晚要被你自己搞掉的
感同身受",9,世新大學,M
132,0,140,先收藏起來 等自己又在一次發男友脾氣在回來看一次,3,中華大學,F
133,0,141,"牛牽到北京還是牛
江山易改本性難移
真的說改就會改嗎
至少我是不相信啦

就算真的改了
哪天男朋友醒了
也差不多要掰了",11,世新大學,M
134,0,142,來去反省了QQ,0,慈濟大學,F
135,0,143,"知道要改就好~
而不是像把""我就是這麼壞脾氣啊""當藉口

這樣跟誰交往都不會快樂的~",5,亞東科技大學,F
136,0,144,"我那個來之前脾氣都會莫名其妙變糟糕我的閃光一開始不知道😭
他都默默的承受這些甚至體諒我
好對不起他😭",0,遠東科技大學,F
137,0,145,你還會自我反省這還有救阿 哪像一堆有公主癌的女生覺得自己永遠是對的🙄🙄🙄🙄,3,致理科技大學,F
138,0,147,"女生真的是只要一直負責生氣就好😢
辛苦眾男性了😭",3,嘉南藥理大學,F
139,0,148,"假的
耳朵以及身心業障重",3,國立中山大學,M
140,0,149,"只有我想到家人也是這樣嗎😂
尤其是父母
不要只注重另外一半而忘記你們的父母噢
啾咪😘",3,國立東華大學,M
141,0,150,"B112 你又不認識原po 
怎麼可以用“覺得”不會改就這樣把她定死罪",5,實踐大學,F
142,0,151,"他真的很好，真的
要好好珍惜
有時真的就是對方對自己太好
就漸漸的當作理所當然
沒有人對你的好是理所當然
他也是人生父母養的~
加油加油

祝福你們喔！要幸福💕",2,中國文化大學,F
143,0,152,"我也會這樣子耶😂
可是當真的又再生氣時 還是會不小心又兇了
很對不起我們家寶貝",1,國立臺中科技大學,F
144,0,153,B116 有考慮放生，找尋下一位會更疼妳男生嗎？感覺這篇很多暖男留言,6,中華醫事科技大學,M
145,0,154,"我也是常兇男友😭
但是幾乎每次兇完都會大哭覺得自己很壞😂

我男友也是無限包容😍",1,台南應用科技大學,F
146,0,155,原po男友脾氣好好哦！,0,聖約翰科技大學,F
147,0,156,母^^,6,國立臺南大學,M
148,0,157,"對不起，我告解。
可惜他用離開教我學會",3,長庚科技大學,F
149,0,158,"我也常常兇家人😭
可是每次兇完就很愧疚，覺得我幹嘛那麼壞…",0,國立臺北護理健康大學,F
150,0,159,對啊妳真的好惡劣男友好倒楣，轉讓給我吧！,3,國立中山大學,M
151,0,160,"B146
抱歉就是有男友
讓你眼紅真的不是我願意～

又要仇女又想交女友
不覺得自打嘴巴嗎 ㄏㄏ
別出來丟臉了
丟學校的臉

就算你仇女
也不會提高你的身價和智商
去反省充實自己比較實在",6,國立雲林科技大學,F
152,0,161,B3 別秀下限,4,國立交通大學,M
153,0,162,"衛生棉也要男友帶？！
這什麼世界阿",6,淡江大學,F
154,0,163,"我跟我男朋友的情況相反
他反而常常因為一些小事對我發脾氣
還會說我都不關心他不在乎他 對他也沒有付出
每次都把我嫌的一無是處
和好之後
下次又會講一樣的話

最近連他自己受氣都會怪到我身上
說都是我的錯......",1,國立臺灣海洋大學,F
155,0,164,"B3
無法認同欸
什麼叫渣女
你有辦法體會女生月經來前脹奶然後奶硬的要命跳一下或壓到就痛到要瘋掉的感覺嗎
你有體會過夏天熱的半死還要墊衛生棉然後血一直流還熱熱的悶悶的感覺嗎
你體會過經痛痛到會想在地上打滾還會什麼事都不能做的感覺嗎
夏天天氣悶衛生棉墊著太悶還會長疹子你知道嗎
夏天無法吃冰玩水還要看別人玩的很爽的靠背感你知道嗎？
女生光是一個月買衛生棉的錢要多少你知道嗎？

你還是別把自己放出來吧
危害所有女性
如果你有女朋友，請你好好的去體諒人家的不適
如果你沒有女朋友，拜託你別交蛤",14,嶺東科技大學,F
156,0,165,"原po閃算很幸運 遇到原po 還會反省😂
有多少人是不被珍惜的 
不管是覺得對方不會離開自己 來予取予求的也不在少數 當然這也沒有什麼對錯的問題 不過是願打願挨而已
只是或許在不久的將來可能會成為心中的一個遺憾就是了🤔
希望大家都能夠珍惜自己所擁有的👍


#曾經不夠珍惜，所以不被珍惜😈",1,朝陽科技大學,M
157,0,166,"Sorry原po，我有點激動，但真的看不下去那種人😐
你男友真的很棒，祝你們幸福唷💕

我是 B164",2,嶺東科技大學,F
158,0,167,一堆玻璃心呵呵,7,國立臺灣大學,M
159,0,168,"看著這串 有點羨慕 覺得看到好多會自我檢討的女生
我剛跟我在一起5年半的秤女分手一週多(她提的) 
從某位共同朋友那邊得知 她認為她把自己該做的都做的很好 認為這次會走到分手是我造成的 
她覺得我常告訴她很多地方該改進 是因為我太自以為是 
不是她自己真的該改 然後她屢勸不聽後我們就會吵架 
一次又一次 最後就這樣結束了
我想說 其他還有另一半的男人們 真的要好好珍惜會檢討自己的女生 
 
-------正在療傷的魔羯男",5,銘傳大學,M
160,0,169,"B141 你一定沒女友
而且這就是他們的相處模式啊 他們喜歡就好",4,中華大學,F
161,0,170,覺得爸媽比起男友更容易被我亂發脾氣...：（,2,輔仁大學,F
162,0,171,這像躁鬱症，要不要掛精神科求助專業諮詢,7,高雄醫學大學,M
163,0,172,"男女對調
回應大不同哈哈",4,國立高雄應用科技大學,M
164,0,173,"相愛幹嘛兇對方？
好奇😅",2,臺灣警察專科學校,M
165,0,174,"B160 
我由衷佩服妳男友啊
專門回收妳這種母x
合理化一些不合理的舉動
然後上來炫
哈哈  我都這樣對我男友  
可是他還是很疼我喲><

有男友並不會提高妳的品德
根本不懂反省是什麼
我這是仇母豬不是仇女
我看依妳智商也很難解釋啦

別在丟女性同胞的臉了
妳是母x並不是女森
這不能相提並論😉",29,靜宜大學,M
166,0,175,"可是生理期前真的會很煩躁
不只是另一半
對周遭的人都比較容易不耐煩",3,國立臺中科技大學,F
167,0,177,B2 看成在一起三百多年😲..,1,國立聯合大學,M
168,0,178,至少你有認知到,0,國立臺灣大學,M
