,post,floor,content,likeCount,school,gender
101,0,105,感覺原Po壓力很大 各種怨恨,3,崑山科技大學,M
102,0,106,謝原po~~~,1,經國管理暨健康學院,F
103,0,107,"https://youtu.be/KgrB2KBZws4

put your hands up~~~put put put put put

我都會選好要喝什麼才去排隊😁

[選擇困難癌末期",148,中國文化大學,F
104,0,108,"全中🙄🙄🙄
衛生紙音量笑死😂😂😂",5,中華醫事科技大學,F
105,0,109,"大直哥的U質文又來啦
但是你忘了加一個：

紅茶好囉！
：誒我改喝珍奶好了

給你 都給你 吃好吃滿^q^",9,淡江大學,F
106,0,110,"我還有遇過明明沒試喝服務硬要試喝的母女==

母:不知道要喝檸檬紅茶還是翡翠檸檬耶

女:你可以叫她們給你試喝ㄚ

母:好啊那我要試喝 (看著我)

我:不好意思我們沒有試喝服務哦😊

母:沒有阿你就封杯前給我喝看看我喜不喜歡阿

ㄍㄋㄋ那如果你不喜歡是要我倒掉嗎?",17,中臺科技大學,F
107,0,111,"人美買飲料 你好要喝什麼?我們新出...
人醜 你好(最好點紅茶 綠茶之類的)",1,草,M
108,0,112,"這我一定弄，
等我~",0,國立東華大學,M
109,0,113,"還有一種不記得他的口味喜好
就會很不爽的客人
可是 你一個月也沒來幾次啊 囧",3,國立高雄餐旅大學,F
110,0,114,"還沒看完就知道是你~~~~~~
好想收原po",3,神隱少女的妹妹也是少女,F
111,0,115,"九九八十一😂😂😂😂😂
我忍不住大笑哈哈哈哈哈哈哈哈哈哈
原PO真的有夠可愛XD

昨天試過你之前推薦的隱藏飲料，很好喝唷😋😋😋😋
當晚餐很剛好哈哈",2,銘傳大學,F
112,0,116,終於不是那個50嵐的廢文,0,台北海洋科技大學,M
113,0,117,我快笑死www,0,今天吃什麼,F
114,0,118,上課看你的文 肩膀瘋狂的抽蓄 XD,1,國立東華大學,F
115,0,119,"車買大b
手機拿note 7
堅強保護孩與妻",3,我養的貓叫柴犬,F
116,0,120,"不能同意更多😂😂😂


-85pt",1,朝陽科技大學,F
117,0,121,"上次有個客人點餐說大熱拿無糖
做好了給客人客人整個ㄌㄧㄚˇ洨
客：我的大熱拿為什麼是中杯！！！！！！！！！
：大熱拿你要我做中杯？ 那是中熱拿吧？
旁邊超多客人立馬把咖啡拿走閃人哈哈哈哈哈哈",0,開南大學,F
118,0,122,"遇過那種要買好幾杯飲料
然後感覺像吸了一口氣就開始霹靂啪啦唸出來
根本來不及按pos機啊啊啊
再跟他們確認一下就生氣了說：我剛剛不是講過了嗎？(白眼
我才想白眼吧?!!!!!
還有因為我們的去冰還是會有幾顆冰塊
在搖之前一定會放比較多一點冰塊
搖的過程就會融化了啊！
之前有一個大嬸看著我們放冰塊就在點餐那邊大叫：欸欸欸我不要冰塊啊！我不是說去冰嗎？你們這樣不行!!怎麼可以加那麼多冰塊??
我：搖的過程就會融化喔~等等飲料還是去冰的
大嬸：不行不行你們這樣不行，這樣飲料比較少，幫我倒掉!!!!
然後就一直盯著我做飲料
當下真的很無言
我糖，冰塊跟茶都加好了...",8,我愛ㄘ炸湯圓,F
119,0,123,你也是個屁孩,1,英屬哥倫比亞理工學院,M
120,0,124,"B123 我真的是屁孩
不要不相信XD",2,德明財經科技大學,M
121,0,125,"笑慘了，舒潔那段

請問大直有辦過煮珍珠比賽嗎？",1,國立高雄第一科技大學,M
122,0,126,我也想朝聖 哪間XD,0,國立高雄餐旅大學,F
123,0,127,"B125 找天天氣好
辦在中正紀念堂?!",6,德明財經科技大學,M
124,0,128,"腦袋格式化真的是每天都會遇到
白眼都轉ㄧ圈",0,長庚科技大學,F
125,0,129,"我之前在早餐店打工 客人也說只要三顆冰塊
然後又會過來說太燙😡",0,國立東華大學,F
126,0,130,B3 因為蜂蜜比還甜欸我覺得⋯⋯,0,華夏科技大學,F
127,0,131,"不得不說
選擇障礙症的表示真的很難選啊啊",1,實踐大學,F
128,0,132,那是GD跟少時對話的影片是吧,2,國立中興大學,M
129,0,133,哈哈哈ㄍㄢ太好笑了 想當粉絲😂😂😂👍🏻👍🏻👍🏻,0,國立臺北商業大學,F
130,0,134,"天啊 我竟然認真的看完了
認真決定我下班要去研究那一個店員是你

-土生土長大直人",1,淡江大學,F
131,0,135,"B130 以我專業的經驗
客人會吵無糖
一定是因為以為點了蜂蜜系列的飲料
還會另外再加其他種糖
可是蜂蜜系列的飲料都只會加蜂蜜
點無糖........
不就是普通的無糖飲料了嗎哈哈",1,德明財經科技大學,M
132,0,136,B132 那是我去年去BIGBANG演唱會送的,5,德明財經科技大學,M
133,0,137,好想去找你買飲料 你實在太有趣ㄌ,1,東吳大學,F
134,0,138,"煮珍珠最好吃的男人💕💕💕

笑到哭 哈哈哈哈哈哈
所以我曾經跟我媽說過
我打死不做服務業
因為依照我的脾氣 我有一天一定會被客訴被吉😂😂😂",2,銘傳大學,F
135,0,139,"我有一次說
我要一杯奶茶少糖半冰
然後就被店員笑了
嗚嗚嗚嗚嗚嗚",1,長榮大學,F
136,0,140,有同感😭😭,0,正義魔人,M
137,0,141,"關於客人拿東西要我們加的那個我之前也遇過
但其實不能這樣 萬一他喝下去有什麼問題來找我們那會很麻煩的 所以我之後都不敢亂加客人給的東西⋯",0,國立屏東科技大學,F
138,0,142,真的是笑到翻😂,0,弘光科技大學,F
139,0,143,put your hands up也太爆笑😂,0,長庚科技大學,F
140,0,144,"媽啦 好煩 我一邊看一邊笑
同事覺得我很奇怪 😂😂😂",0,國立臺中教育大學,F
141,0,145,原來是你，想說誰敘述那麼的生動😂😂😂,1,國立臺北護理健康大學,F
142,0,146,"我下次去大直要喝你的奶茶


但我不會說怎麼沒加珍珠!


等你中正紀念堂的比賽結束確定有得冠軍再說，😂😂😂😂😂",3,國立高雄第一科技大學,M
143,0,147,我看到志龍,5,國立臺灣師範大學,F
144,0,148,同意到不行...,2,明新科技大學,F
145,0,149,笑嘎並軌😂😂😂😂👏,0,育達科技大學,F
146,0,150,去去 那裡笑死😂😂😂😂,1,中臺科技大學,F
147,0,151,還有一直認為我必須記得她要喝什麼的智障,2,輔英科技大學,F
148,0,152,"真的超不爽那些奧客在車上吹冷氣不下來自己點飲料還要我走下去拿飲料給他
把08當檳榔西施膩？
然後在吧台看菜單看很久 問了一堆東西 結果只喝單茶類的
還有點了一杯檸檬類的 跟他講了價錢之後就爆氣說為什麼這麼貴 然後就說不要了🙄🙄
還有很多不排隊的客人 直接三四個人在吧台前面喊要什麼飲料
拜託pos機就一台而已 我的耳朵只有一個好ㄇ",2,崑山科技大學,F
149,0,153,"辛苦了
文章真的很好笑",0,南華大學,F
150,0,154,看到GD哈哈哈,4,國立臺南護理專科學校,F
151,0,155,"每次看你的文章都很好笑哈哈
希望有機會吃你煮的珍珠😂",0,黎明技術學院,F
152,0,156,"哈哈哈哈哈哈哈 就知道是你
看完無數個認同心情瞬間正能量200+",0,Laura無聊發個言,F
153,0,157,看完不知道為什麼好療癒喔～,0,僑光科技大學,F
154,0,158,"還好我之前做飲料店的工作都沒遇到這種事
只有遇過問要去買東西的客人
回程時還順便拿買好的東西送給我😂😂😂",0,建國科技大學,F
155,0,159,"B3 蜜茶無糖去冰
：給開司一杯白開水",2,嘉南藥理大學,M
156,0,160,上課看真的快笑死,1,淡江大學,F
157,0,161,"想上課偷偷滑個
男人 你害我爆笑５次阿😭😭",3,華威商學院,F
158,0,162,真是辛苦了 我之前叫外送聽到電話那頭跟我說外送員還有其他兩個地方要送 所以會晚一點點 我說好 然後外送員到的時候我就請他吃巧克力跟他說辛苦了🙇🏻,1,國立臺北商業大學,F
159,0,163,原來飲料店員那麼容易爆氣..qq,1,臺北醫學大學,M
160,0,164,B162 偶也想ㄘ巧克力,2,德明財經科技大學,M
161,0,165,B163 大家都還只是個孩子阿XD,1,德明財經科技大學,M
162,0,166,塑膠袋你給我吃下去更環保看到這句笑到美叮美噹😂😂,4,萬能科技大學,F
163,0,167,超級中肯!!!!!!!!!!!,0,國立金門大學,M
164,0,168,還有還有 上次客人跟我點檸檬汁 結果問我會不會很酸 檸檬汁就是酸的啊我怎麼知道你酸度的接受到哪裡……不然就是問我 這個會不會很甜 啊我是知道你對甜度的接受在哪裡唷 要我怎麼回答啦😭😭😭我覺得還好，但是你覺得很甜然後又回來靠背我，店員真的很可憐QQ,3,弘光科技大學,F
165,0,169,"圖文並茂
老師給你100分!",1,國立高雄應用科技大學,F
166,0,170,"敲零錢後面有GD欸(誤

----成大安喜延",2,國立成功大學,F
167,0,171,"不然就是
我：請問是一般杯嗎？
客：嗯！胖胖杯！


我：⋯好的～",0,台南應用科技大學,F
168,0,172,"看完真的快笑死
句句寫入心坎裡啊～",0,中華科技大學,F
169,0,173,"哈哈哈哈哈
雖然是你的爆氣文可是我不小心笑出來了😂😂😅",0,弘光科技大學,F
170,0,174,直接猜清x福x,0,銘傳大學,M
171,0,175,還有點兩杯熱的飲料 結果才剛在加熱第二杯就跑來問你好了嗎 說還沒 還一直碎念,0,醒吾科技大學,F
172,0,176,我珍珠控 收我!,0,國立交通大學,F
173,0,177,幹 在圖書館笑出來,0,中國文化大學,F
174,0,178,我猜你在清心,0,淡江大學,F
175,0,179,"原PO爆氣有點可愛不知道為甚麼哈哈哈哈
拍拍你

-想吃珍珠的女紙",1,慈濟大學,F
176,0,180,好喜歡看你的文章😂,0,嘉南藥理大學,F
177,0,181,哈哈哈是不是清心員工,0,康寧大學,F
178,0,182,"笑到一個不行😂😂😂😂😂
原po太可愛了啦",1,台南應用科技大學,F
179,0,183,辛苦了😂😂😂,0,和春技術學院,F
180,0,184,"烏完全不加... 同事你好😳
----基隆煮珍珠最好吃的男人",0,崇右影藝科技大學,M
181,0,185,"還有一直幫旁邊的點餐
明明就聽的到在講什麼😒",0,玄奘大學,F
182,0,186,太好笑了,0,實踐大學,F
183,0,187,"還有情侶
點完飲料在櫃檯前面
摸來摸去的
甚至摸進去了
不知道在摸什麼意思的
殊不知 店裡有監視器啊
店長說很想把他洗出來分享哈哈哈",0,嘉南藥理大學,F
184,0,188,超好笑哈哈哈哈哈,0,東吳妹子,F
185,0,189,"又是你哈哈哈
我真的快笑死一定要推推",0,景文科技大學,F
186,0,190,B164 外送齁啦中和店謝謝你,0,國立臺北商業大學,F
187,0,191,"先生
你的文筆真好",0,淡江大學,F
188,0,192,"做了三年飲料店~~完全能懂啊
不過我們怪客人超多
有一個中年男子，每次來買都要我們在杯子上幫他寫林小姐
還會問我們女店員 胸罩跟衛生棉去哪裡買..
據說去他家外送過的同事說，他出來拿飲料時身上只穿著女性內衣就出來
然後我們員工從來都沒有一個給他壞臉色看 真的很棒哈哈

還要來跟我們借錢的嗚嗚那時候我站櫃檯，一個熟客來借500說小孩沒奶粉了，明天就還
結果從此都沒看到他出現了.....但是他們家還是一直在叫外送哦！！傻眼",1,中山醫學大學,F
189,0,193,你講話太好笑惹好煩,1,壹佰柒拾貳,F
190,0,194,"我遇過有客人買12杯烏龍綠
：請問冰塊甜度呢
：我怎麼會知道

馬的 你都不知道 我是會知道嗎
是你要喝還是我要喝
奧客真的是無極限..",3,國立金門大學,F
191,0,195,又是你！！ 你到底在大直哪裡煮珍珠我要去朝聖,2,強生威爾士大學,M
192,0,196,幹笑死 不能再同意更多,0,實踐大學,M
193,0,197,"哈哈哈哈哈有中有中😂😂😂
飲料店小妹是我👍👍👍👍",0,蘭陽技術學院,F
194,0,198,幹敲零錢那段笑死,0,中華醫事科技大學,F
195,0,199,"真的是我目前看過最有趣的一篇XD
給你101分！！！ 多的讓你去送給那些客人，哈哈",0,街坊鄰居,F
196,0,200,"說中心聲😂✋✋✋
---做了五年的大苑子女紙

飲料分開裝跟腦袋格式化在超級忙時真的很ㄎㄅ",3,明道大學,F
197,0,1001,完全心聲～～～👏👏👏,0,南榮科技大學,F
198,0,1002,"遇過一個客人
說要仙草凍(那是涼的)
他說他要熱的 我建議他燒仙草 
他原本說好 後來說他不要流質的
還問仙草凍有熱的嗎

我只能說 我很無言啊啊啊啊～",0,大同大學,F
199,0,1003,只有我盯著GD看嗎？？😏,2,世新大學,F
200,0,1004,還有點完後或要付錢時才跟你說要小杯的！然後還有甜度冰塊一直改來改去的！說要少秉，飲料拿走後又回來說可不可以把冰塊撈掉！還有問你說什麼飲料好不好喝！明明就只有大小杯還硬要一直點中杯！因為比例上的問題所以只能做大杯，一直超要小杯的！！然後還有情侶來，女生喝不到想喝的，就直接當場在前面跟男生吵說要喝！！,0,我的世界由我做主,F
201,0,1005,各種人都有啊~沒做過服務業都不知道店員的苦 這樣的人到處有 想想那些正常人又好的客人吧,0,南臺科技大學,F
202,0,1006,"還有一堆會幫你亂取飲料名字的
例如觀世音拿鐵.......",1,元培醫事科技大學,M
203,0,1007,求認識原波😤,0,白到你看不見🙈,F
204,0,1008,"我也是服務業超級有同感
但是我看到志龍之後就暈了後面都沒看到😅",0,國立臺北商業大學,F
205,0,1009,"哈哈哈哈哈哈哈哈哈😂😂😂😂😂😂
笑得美丁美噹
差點斷氣",0,德明財經科技大學,F
206,0,1010,我要去清新看你😂,0,中國科技大學,F
207,0,1011,"B961 最好是飲料都自己點喔
因為真的常遇到代點的搞不清楚要點什麼又回頭去問那個人
這種我們就會默默翻白眼了😂
至於遠觀的基本我們不太會在意
一直堵在櫃檯的比較煩哈哈",0,逢甲大學,F
208,0,1012,開頭看兩個字就知道是大直你了！,0,嶺東科技大學,F
209,0,1013,"你真的太有魅力了
愛你",0,世新大學,F
210,0,1014,我也住大直！求飲料店,0,輔仁大學,M
211,0,1015,"飲料店員工到此一遊
客人腦袋格式化最有同感
還有我最討厭外送給醫院護士
護士超跩",0,逢甲大學,M
212,0,1016,B969 我以為這是我們員工的內部密語哈哈,0,逢甲大學,F
213,0,1017,我是常常遇到冬瓜要無糖...,0,中國科技大學,M
214,0,1018,"句句說中心裡
_曾經的飲料店員",0,樹德科技大學,F
215,0,1019,"我以前待的飲料店非常客製化，店長總是會答應客人各種奇怪的要求
but我最討厭聽到
：小姐我要一杯木瓜牛奶，我要熱/溫的可以嗎？
：不好意思我們果汁都是做冰的喔，還是幫你做去冰？
：我那個來不能喝冰的～
：可是很難喝喔，會跟原本味道不一樣
：沒關係～

哼？到底為什麼有人會想喝熱的果汁阿！加冰塊就是為了保鮮阿！到底？？？
😒😒😒😒😒😒😒😒",0,嘉南藥理大學,F
216,0,1020,"我看到GD和好多跑車！！！😍😍😍😍😍
Now
Put your hands up
put your hands up
put put put put put",1,元培醫事科技大學,F
